run_name,fraction,fraction_pct,beta,beta_key,step,metric,key,value
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,2,Gradient norm,actor/grad_norm,10.388644218444824
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,2,Train score mean,critic/score/mean,-0.27734375
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,2,Response length mean,response_length/mean,162.255859375
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,2,Time per step,perf/time_per_step,44.1511068996042
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,3,Rollout correct ratio,wdl_sft/correct_ratio,0.388671875
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,3,Gradient norm,actor/grad_norm,9.4043607711792
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,3,Train score mean,critic/score/mean,-0.22265625
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,3,Response length mean,response_length/mean,181.6171875
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,3,Time per step,perf/time_per_step,42.21545377932489
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,4,Rollout correct ratio,wdl_sft/correct_ratio,0.349609375
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,4,Gradient norm,actor/grad_norm,9.735408782958984
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,4,Train score mean,critic/score/mean,-0.30078125
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,4,Response length mean,response_length/mean,154.140625
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,4,Time per step,perf/time_per_step,40.013389554806054
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,5,HumanEval+ pass@1,val-core/HumanEval+/acc/pass@1,0.4451219512195122
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,5,MBPP+ pass@1,val-core/MBPP+/acc/pass@1,0.4947089947089947
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,5,LiveCodeBench pass@1,val-core/LiveCodeBench/acc/pass@1,0.234375
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,5,HumanEval+ extract fail,val-aux/HumanEval+/code_reward_extraction_fail/mean@1,0.012195121951219513
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,5,MBPP+ extract fail,val-aux/MBPP+/code_reward_extraction_fail/mean@1,0.010582010582010581
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,5,LiveCodeBench extract fail,val-aux/LiveCodeBench/code_reward_extraction_fail/mean@1,0.0234375
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,5,Rollout correct ratio,wdl_sft/correct_ratio,0.43359375
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,5,Gradient norm,actor/grad_norm,10.219834327697754
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,5,Train score mean,critic/score/mean,-0.1328125
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,5,Response length mean,response_length/mean,152.197265625
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,5,Time per step,perf/time_per_step,46.2597489207983
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,6,Rollout correct ratio,wdl_sft/correct_ratio,0.349609375
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,6,Gradient norm,actor/grad_norm,9.728829383850098
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,6,Train score mean,critic/score/mean,-0.30078125
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,6,Response length mean,response_length/mean,156.484375
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,6,Time per step,perf/time_per_step,41.55041289702058
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,7,Rollout correct ratio,wdl_sft/correct_ratio,0.271484375
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,7,Gradient norm,actor/grad_norm,11.230684280395508
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,7,Train score mean,critic/score/mean,-0.45703125
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,7,Response length mean,response_length/mean,159.353515625
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,7,Time per step,perf/time_per_step,41.91927437763661
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,8,Rollout correct ratio,wdl_sft/correct_ratio,0.328125
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,8,Gradient norm,actor/grad_norm,10.114167213439941
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,8,Train score mean,critic/score/mean,-0.34375
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,8,Response length mean,response_length/mean,181.150390625
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,8,Time per step,perf/time_per_step,43.95470944233239
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,9,Rollout correct ratio,wdl_sft/correct_ratio,0.298828125
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,9,Gradient norm,actor/grad_norm,10.271885871887207
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,9,Train score mean,critic/score/mean,-0.40234375
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,9,Response length mean,response_length/mean,165.3984375
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,9,Time per step,perf/time_per_step,41.96728279720992
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,10,HumanEval+ pass@1,val-core/HumanEval+/acc/pass@1,0.4329268292682927
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,10,MBPP+ pass@1,val-core/MBPP+/acc/pass@1,0.46825396825396826
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,10,LiveCodeBench pass@1,val-core/LiveCodeBench/acc/pass@1,0.203125
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,10,HumanEval+ extract fail,val-aux/HumanEval+/code_reward_extraction_fail/mean@1,0.006097560975609756
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,10,MBPP+ extract fail,val-aux/MBPP+/code_reward_extraction_fail/mean@1,0.018518518518518517
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,10,LiveCodeBench extract fail,val-aux/LiveCodeBench/code_reward_extraction_fail/mean@1,0.0234375
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,10,Rollout correct ratio,wdl_sft/correct_ratio,0.392578125
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,10,Gradient norm,actor/grad_norm,9.466813087463379
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,10,Train score mean,critic/score/mean,-0.21484375
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,10,Response length mean,response_length/mean,158.46484375
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,10,Time per step,perf/time_per_step,48.46119574923068
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,11,Rollout correct ratio,wdl_sft/correct_ratio,0.275390625
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,11,Gradient norm,actor/grad_norm,12.074036598205566
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,11,Train score mean,critic/score/mean,-0.44921875
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,11,Response length mean,response_length/mean,165.73046875
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,11,Time per step,perf/time_per_step,41.98055569361895
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,12,Rollout correct ratio,wdl_sft/correct_ratio,0.265625
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,12,Gradient norm,actor/grad_norm,12.238964080810547
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,12,Train score mean,critic/score/mean,-0.46875
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,12,Response length mean,response_length/mean,155.341796875
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,12,Time per step,perf/time_per_step,42.51550205796957
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,13,Rollout correct ratio,wdl_sft/correct_ratio,0.30859375
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,13,Gradient norm,actor/grad_norm,19.2721004486084
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,13,Train score mean,critic/score/mean,-0.3828125
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,13,Response length mean,response_length/mean,170.517578125
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,13,Time per step,perf/time_per_step,41.67545926105231
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,14,Rollout correct ratio,wdl_sft/correct_ratio,0.3828125
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,14,Gradient norm,actor/grad_norm,11.023085594177246
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,14,Train score mean,critic/score/mean,-0.234375
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,14,Response length mean,response_length/mean,174.818359375
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,14,Time per step,perf/time_per_step,43.854998644441366
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,15,HumanEval+ pass@1,val-core/HumanEval+/acc/pass@1,0.4329268292682927
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,15,MBPP+ pass@1,val-core/MBPP+/acc/pass@1,0.47354497354497355
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,15,LiveCodeBench pass@1,val-core/LiveCodeBench/acc/pass@1,0.1875
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,15,HumanEval+ extract fail,val-aux/HumanEval+/code_reward_extraction_fail/mean@1,0.0
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,15,MBPP+ extract fail,val-aux/MBPP+/code_reward_extraction_fail/mean@1,0.007936507936507936
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,15,LiveCodeBench extract fail,val-aux/LiveCodeBench/code_reward_extraction_fail/mean@1,0.0234375
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,15,Rollout correct ratio,wdl_sft/correct_ratio,0.359375
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,15,Gradient norm,actor/grad_norm,10.713798522949219
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,15,Train score mean,critic/score/mean,-0.28125
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,15,Response length mean,response_length/mean,166.1015625
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,15,Time per step,perf/time_per_step,48.41155193652958
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,16,Rollout correct ratio,wdl_sft/correct_ratio,0.380859375
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,16,Gradient norm,actor/grad_norm,10.161575317382812
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,16,Train score mean,critic/score/mean,-0.23828125
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,16,Response length mean,response_length/mean,171.462890625
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,16,Time per step,perf/time_per_step,42.87144236732274
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,17,Rollout correct ratio,wdl_sft/correct_ratio,0.390625
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,17,Gradient norm,actor/grad_norm,10.654190063476562
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,17,Train score mean,critic/score/mean,-0.21875
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,17,Response length mean,response_length/mean,175.078125
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,17,Time per step,perf/time_per_step,64.72644483391196
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,18,Rollout correct ratio,wdl_sft/correct_ratio,0.279296875
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,18,Gradient norm,actor/grad_norm,12.087124824523926
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,18,Train score mean,critic/score/mean,-0.44140625
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,18,Response length mean,response_length/mean,167.38671875
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,18,Time per step,perf/time_per_step,68.48826777562499
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,19,Rollout correct ratio,wdl_sft/correct_ratio,0.353515625
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,19,Gradient norm,actor/grad_norm,9.94308090209961
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,19,Train score mean,critic/score/mean,-0.29296875
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,19,Response length mean,response_length/mean,165.552734375
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,19,Time per step,perf/time_per_step,43.80382574722171
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,20,HumanEval+ pass@1,val-core/HumanEval+/acc/pass@1,0.4878048780487805
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,20,MBPP+ pass@1,val-core/MBPP+/acc/pass@1,0.4973544973544973
ONPOLICY-SFT-Qwen3-1P7B-COLDSTART-FRAC25-CODE-KODCODE-CTX8K-S1-BETA0-V1_1783416222,25%,25,beta=0.0,beta0,20,LiveCodeBench pass@1,val-core/LiveCodeBench/acc/pass@1,0.2109375
